293,A08-20 웨이포인트를 통해 [독성도관]으로 이동합니다.
294,A08-21 왼쪽 길로 나가 [대 산책로]에 진입합니다.
295,A08-22 [목욕탕]에 진입합니다.
296,A08-23 [웨이포인트를 확보] 합니다.
297,A08-24 (Optional-기술의서) : 다음 단계는 선택사항입니다. 두가지 모두 진행할 경우에도 어느 순서로든 진행할 수 있습니다.
298,A08-25 [고층 정원]에 들어가서 [공포의 웅덩이]를 만날 때까지 계속하십시오. [유굴]을 처치하십시오. 
299,A08-26 [로그아웃]하여 [하간]에게 [기술의 서]를 받으세요. 웨이포인트를 통해 [목욕탕]으로 돌아갑니다.
300,A08-27 미궁을 찾아 완료합니다. [로그아웃]한 후 [목욕탕]으로 다시 돌아갑니다.
301,A08-28 [루나리스 중앙 광장]에 진입합니다.
302,A08-29 [웨이포인트를 확보] 합니다.
303,A08-30 [루나리스 사원 1층]에 진입합니다. 루나리스 사원으로 가는 길은 ACT 3에서와 동일하며 항상 만날때까지 위로 향합니다.
304,A08-31 [웨이포인트를 확보] 하고 [루나리스 사원 2층]에 진입합니다.
305,A08-32 [포탈]을 찾아 [황혼]을 처치하고 [달의 보주]를 획득한 다음 [로그아웃] 하여 마을로 돌아갑니다.
306,A08-33 웨이포인트를 통해 [루나리스 중앙 광장]으로 돌아갑니다.
307,A08-34 [항구 다리]에 진입합니다. 이것은 항상 웨이포인트 아래쪽에 있습니다.
308,A08-35 [하늘의 성소]에 진입합니다.
309,A08-36 [솔라리스]와 [루나리스]를 처치합니다.
310,A08-37 [피의 수로]에 진입합니다.
311,A08-38 [하이게이트]에 진입합니다.
312,A09-01 [비탈]에 진입하고 오른쪽으로 이동합니다.
313,A09-02 [바스티리 사막]을 찾을 때까지 [보급용 승강기]를 통해 내려갑니다.
314,A09-03 [웨이포인트를 찾아서 확보] 합니다.
315,A09-04 (Optional-기술의서) : [태풍에 닳은 상자]를 찾으세요. 몰려오는 미라들을 처치하고 [태풍의 칼]을 획득합니다. 
316,A09-05 [포탈 주문서]로 마을로 돌아와 [페타루스와 반야]에게 대화합니다. 
317,A09-06 [씬]과 대화 후 다시 [페타루스와 반야]에게 대화합니다. 열어놓은 포탈을 타고 [바스티리 사막]으로 이동합니다. 
318,A09-07 [오아시스] 입구를 찾아 [병에 담긴 태풍]을 사용합니다. 
319,A09-08 구역을 가로 질러 [모래 구덩이]에 들어갑니다. [샤카리]를 처치하고 [로그아웃]하여 마을로 돌아옵니다. 
320,A09-09 [이라샤]와 대화하여 [기술의 서]를 받으세요. 웨이포인트를 통해 [바스티리 사막]으로 돌아갑니다.
321,A09-10 [구릉]에 진입합니다.
322,A09-11 [웨이포인트를 찾아서 확보] 합니다. 일반적으로 구역의 오른쪽 상단에 있습니다.
323,A09-12 [끓어오르는 호수]에 진입합니다.
324,A09-13 [바실리스크]를 처치하고 [바실리스크 독]을 획득합니다. 석화된 무리들이 보이기 시작하면 바실리스크가 근처에 있다는 것입니다.
325,A09-14 [로그아웃]하여 마을로 돌아온다음 웨이포인트를 통해 [구릉]으로 돌아갑니다.
326,A09-15 [터널]에 진입합니다. 일반적으로 구역의 상단이나 왼쪽 상단에 있습니다.
327,A09-16 [웨이포인트를 찾아서 확보] 합니다.
328,A09-17 (Optional) : 이 구역에 있는 미궁을 완료합니다.
329,A09-18 [채석장]에 진입합니다. 구역의 중앙으로 이동하여 [웨이포인트를 확보] 합니다.
330,A09-19 이 단계는 먼저 진행하는 퀘스트에 따라 순서대로 완료할 수 있습니다. 패시브 스킬 포인트를 주는 퀘스트를 하지 않으려면 오른쪽 벽을 따라 가십시오.
331,A09-20 [제련소]에 들어가서 [아두스 장군]을 찾을 때까지 그 구역을 탐험한 다음 그를 처치하세요. 
332,A09-21 그는 자신의 작은 경기장 일반적으로 구역의 왼쪽 상단 또는 상단에 있습니다. 
333,A09-22 일반적으로 구역의 시작 지점에서 왼쪽 길을 따라가면 더 빨리 발견됩니다. 
334,A09-23 [주술 촉매 장치]를 클릭하고 [트라탄 화약]을 획득하세요. [로그아웃] 한다음 웨이포인트를 통해 [채석장]으로 돌아갑니다.
335,A09-24 (Optional-기술의서) : [바람의 성소]로 들어가 [가루칸]을 처치합니다. 
336,A09-25 [로그아웃]하여 마을로 돌아온 다음 [이라샤]와 대화해서 [기술의 서]를 받습니다. 웨이포인트를 타고 [채석장]으로 돌아갑니다.
337,A09-26 [씬]과 대화후 [짐승의 소굴]로 진입합니다.
338,A09-27 [썩어가는 중심부]에 들어가서 해당 지역을 통과하십시오.
339,A09-28 [어둠의 중심부]에 들어가서 [씬]과 대화하십시오.
340,A09-29 말라카이의 가디언 (샤브론 말리가로 도이드리)를 각 포탈에 입장해 처치합니다.
341,A09-30 [씬]과 대화후 [검은 심장]에 들어가 [타락한 삼위 일체]를 처치합니다.
342,A09-31 [릴리 로스]와 대화하고 [오리아스]로 항해합니다.
343,A10-01 [대성당 옥상]에 진입합니다.
344,A10-02 [대성당 옥상]에 진입한 후 바로 왼쪽에 있는 [대성당 꼭대기]에 진입합니다.
345,A10-03 키타바의 광신자들을 처치하고 [배넌]을 구출합니다.
346,A10-04 [대성당 옥상]으로 돌아간 후 오른쪽으로 이동합니다.
347,A10-05 [파괴된 광장]에 진입합니다.
348,A10-06 위쪽으로 이동하여 [웨이포인트를 확보] 합니다.
349,A10-07 (Optional) : 이 단계는 모두 선택사항이며 웨이포인트 옆의 [납골당]에 있습니다.
350,A10-08 이 구역에 있는 미궁을 완료합니다.
351,A10-09 [매혹의 영액]을 획득합니다. (보상: 반환 포인트)
352,A10-10 [타오르는 법정]에 진입하여 해당 구역을 진행합니다.
353,A10-11 ACT 5의 결백의 방과 유사한 레이아웃을 가진 [무너진 방]에 진입합니다. 바로 [웨이포인트를 확보] 합니다.
354,A10-12 [순결의 지성소]를 찾아 진입한 뒤 재조립된 [아배리우스]를 찾아 처치한 후 [정화의 지팡이]를 획득합니다.
355,A10-13 오른쪽의 [무너진 방]으로 나가 웨이포인트를 타고 [오리아스 부두]로 돌아갑니다.
356,A10-14 [배넌]과 대화한 후 [라니]와 대화하여 플라스크와 방어구를 받습니다.
357,A10-15 (Optional-기술의서) : [파괴된 광장]으로 돌아와서 아래쪽 중앙으로 내려가세요. 
358,A10-16 [관리 구역]에 들어가서 [투기장]을 찾아서 들어가 [바일렌타]를 처치하세요. 
359,A10-17 [투기장]은 ACT 5의 [타락 감지기]가 있던곳과 비슷한 위치에 있습니다. [로그아웃]한 후 [라니]와 대화하여 [기술의 서]를 받으세요.
360,A10-18 [이노센스]와 대화합니다.
361,A10-19 웨이포인트를 타고 [파괴된 광장]으로 돌아가서 [이노센스]를 찾을때 까지 위쪽으로 이동합니다. [이노센스]와 대화합니다.
362,A10-20 [운하]에 진입하고 해당 지역을 진행하십시오.
363,A10-21 [먹이통]에 진입하고 해당 지역을 진행하십시오.
364,A10-22 [씬]과 대화하고 [허기의 제단]에 들어가십시오.
365,A10-23 [키타바]를 처치하세요.
366,A10-24 [오리아스]에 진입한 후 [라니]와 대화해서 [기술의 서]를 받으세요.
367,▶ 액트 종료 ◀
